Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 2, Total Points,Surender Nada,u mumba,14,44,"Defender, left corner"
SEASON 2, Total Points,Mohit Chhillar,u mumba,14,42,"Defender, right corner"
SEASON 2, Total Points,Pravin Niwale,puneri paltan,8,42,Raider
SEASON 2, Total Points,Sunil Jaipal,bengal warriors,10,40,Raider
SEASON 2, Total Points,Jeeva Kumar,u mumba,13,39,"Defender, right and left cover"
SEASON 2, Total Points,Meraj Sheykh,telugu titans,15,38,All Rounder
SEASON 2, Total Points,Ravi Kumar,puneri paltan,13,37,"Defender, right cover"
SEASON 2, Total Points,Somvir Shekhar,bengaluru bulls,14,35,"Defender, right cover"
SEASON 2, Total Points,Rajesh Mondal,bengaluru bulls,15,34,Raider
SEASON 2, Total Points,Nilesh Shinde,bengal warriors,12,30,"Defender, right corner"
SEASON 2, Total Points,Bhupender Singh,u mumba,11,30,All Rounder
SEASON 2, Total Points,Joginder Singh Narwal,bengaluru bulls,14,30,"Defender, left corner"
SEASON 2, Total Points,D. Suresh Kumar,patna pirates,16,30,"Defender, right cover"
SEASON 2, Total Points,Girish Maruti Ernak,patna pirates,13,27,"Defender, left corner"
SEASON 2, Total Points,Pradeep Kumar,u mumba,6,26,Raider
SEASON 2, Total Points,Vishal Mane,u mumba,14,26,"Defender, right cover"
SEASON 2, Total Points,Amit Hooda,patna pirates,12,26,"Defender, right corner"
SEASON 2, Total Points,Sunil,patna pirates,9,24,"Defender, left corner"
SEASON 2, Total Points,Sachin Khambe,bengal warriors,8,24,"Defender, left corner"
SEASON 2, Total Points,Mahipal Narwal,puneri paltan,9,21,All Rounder
SEASON 2, Total Points,Rakesh Narwal,bengaluru bulls,11,21,Raider
SEASON 2, Total Points,Manoj Kumar,puneri paltan,14,20,"Defender, left cover"
SEASON 2, Total Points,Shrikant Tewthia,dabang delhi,9,19,All Rounder
SEASON 2, Total Points,Rakesh Singh Kumar,dabang delhi,13,19,"Defender, left cover"
SEASON 2, Total Points,Dinesh Kumar,bengal warriors,8,19,All Rounder
SEASON 2, Total Points,Rajaguru Subramanian,telugu titans,12,18,"Defender, right cover"
SEASON 2, Total Points,Rakesh Kumar,patna pirates,4,17,All Rounder
SEASON 2, Total Points,Rohit Rana,jaipur pink,10,17,"Defender, left cover"
SEASON 2, Total Points,Dadaso Balaso Awad,dabang delhi,7,17,All Rounder
SEASON 2, Total Points,Tae Deok Eom,patna pirates,8,16,All Rounder
SEASON 2, Total Points,Jitesh Joshi,puneri paltan,5,16,All Rounder
SEASON 2, Total Points,Pawan Kumar Kadian,u mumba,10,16,Raider
SEASON 2, Total Points,Sanjay Kumar,puneri paltan,7,16,All Rounder
SEASON 2, Total Points,Tushar Patil,puneri paltan,6,15,Raider
SEASON 2, Total Points,Isac Antony,telugu titans,7,14,Raider
SEASON 2, Total Points,Selvamani K,dabang delhi,10,14,Raider
SEASON 2, Total Points,Yogesh Hooda,puneri paltan,4,13,Raider
SEASON 2, Total Points,Kedar Lal,bengal warriors,9,13,Raider
SEASON 2, Total Points,Ashish Chhokar,bengaluru bulls,6,13,Raider
SEASON 2, Total Points,Vijin Thangadurai,bengal warriors,7,13,"Defender, right cover"
SEASON 2, Total Points,Manoj Dhull,puneri paltan,7,13,"Defender, right corner"
SEASON 2, Total Points,Bajirao Hodage,bengal warriors,7,13,"Defender, right cover"
SEASON 2, Total Points,Shyam Kumar Sah,bengal warriors,7,13,"Defender, left cover"
SEASON 2, Total Points,Amit Singh Chhillar,dabang delhi,6,12,"Defender, left corner"
SEASON 2, Total Points,Amit Om Prakash Rathi,puneri paltan,5,12,Raider
SEASON 2, Total Points,Deepak Dhull,bengal warriors,8,12,"Defender, left cover"
SEASON 2, Total Points,Rohit Baliyan,telugu titans,5,12,Raider
SEASON 2, Total Points,Fazel Atrachali,u mumba,5,12,"Defender, left corner"
SEASON 2, Total Points,C. Arun,jaipur pink,8,11,"Defender, left cover"
SEASON 2, Total Points,Sachin Vittala,puneri paltan,4,11,"Defender, left corner"
SEASON 2, Total Points,Vijender Singh,puneri paltan,7,11,"Defender, left corner"
SEASON 2, Total Points,Gangadhari Mallesh,jaipur pink,10,11,Raider
SEASON 2, Total Points,Kalimuthu Balamahendran,puneri paltan,6,11,"Defender, left corner"
SEASON 2, Total Points,Prashant Chavan,jaipur pink,11,11,"Defender, right corner"
SEASON 2, Total Points,Preetam Chhillar,bengaluru bulls,12,10,All Rounder
SEASON 2, Total Points,Rupesh Tomar,telugu titans,6,10,All Rounder
SEASON 2, Total Points,G.S. Manikandan,dabang delhi,13,10,"Defender, left cover"
SEASON 2, Total Points,Vineet Sharma,bengal warriors,8,10,Raider
SEASON 2, Total Points,Pardeep Narwal,bengaluru bulls,6,9,Raider
SEASON 2, Total Points,Vikas Kale,bengal warriors,8,9,"Defender, right cover"
SEASON 2, Total Points,D. Gopu,telugu titans,7,9,"Defender, right and left corner"
SEASON 2, Total Points,Surender Singh,puneri paltan,2,8,Raider
SEASON 2, Total Points,Amit Kumar Tomar,dabang delhi,9,8,Raider
SEASON 2, Total Points,Harvinder Singh,puneri paltan,4,8,"Defender, right cover"
SEASON 2, Total Points,Ravi V.,puneri paltan,2,8,Raider
SEASON 2, Total Points,Hadi Oshtorak,telugu titans,4,7,All Rounder
SEASON 2, Total Points,K. Prapanjan,u mumba,4,7,Raider
SEASON 2, Total Points,Deepak Kumar Dahiya,bengaluru bulls,2,6,Raider
SEASON 2, Total Points,Parveen M. Jangra,bengal warriors,6,6,"Defender, left cover"
SEASON 2, Total Points,Deepak Kumar,bengal warriors,4,5,"Defender, left corner"
SEASON 2, Total Points,Ashish Kumar,bengaluru bulls,5,5,"Defender, right cover"
SEASON 2, Total Points,Varinder Singh,patna pirates,8,5,"Defender, left cover"
SEASON 2, Total Points,Vijay Malik,patna pirates,7,5,Raider
SEASON 2, Total Points,T. Prasad,telugu titans,6,4,All Rounder
SEASON 2, Total Points,Rajeev Kumar,dabang delhi,3,4,"Defender, left corner"
SEASON 2, Total Points,Sagar Khatale,puneri paltan,4,4,"Defender, right corner"
SEASON 2, Total Points,Seong Ryeol Kim,bengal warriors,4,4,Defender
SEASON 2, Total Points,Mahesh Goud,bengal warriors,1,3,Raider
SEASON 2, Total Points,Hyunil Park,telugu titans,2,3,All Rounder
SEASON 2, Total Points,Sandeep Tomar,dabang delhi,3,2,Raider
SEASON 2, Total Points,Ravit Kumar,telugu titans,3,2,Raider
SEASON 2, Total Points,Sandeep Malik,bengaluru bulls,1,2,"Defender, left corner"
SEASON 2, Total Points,Aman Kumar,patna pirates,4,2,"Defender, left cover"
SEASON 2, Total Points,Anoop E.V.,u mumba,2,2,Raider
SEASON 2, Total Points,Jasmer Singh Gulia,dabang delhi,3,2,All Rounder
SEASON 2, Total Points,Nitin More,puneri paltan,3,2,"Defender, left cover"
SEASON 2, Total Points,Suresu Kumar,u mumba,1,2,Raider
SEASON 2, Total Points,Sachin Shingade,telugu titans,4,2,"Defender, left cover"
SEASON 2, Total Points,Samarjeet Singh,jaipur pink,5,2,All Rounder
SEASON 2, Total Points,Navneet Gautam,jaipur pink,7,1,"Defender, left corner"
SEASON 2, Total Points,Jeeva Gopal,u mumba,2,1,"Defender, left cover"
SEASON 2, Total Points,Sinotharan Kanesharajah,bengaluru bulls,2,1,Raider
SEASON 2, Total Points,Balbir Singh,jaipur pink,2,1,All Rounder
SEASON 2, Total Points,Gurpreet Singh,bengaluru bulls,2,1,"Defender, right corner"
SEASON 2, Total Points,Simon Kibura,puneri paltan,3,1,Raider
SEASON 2, Total Points,Chandran Ranjit,telugu titans,1,1,Raider
SEASON 2, Total Points,Inderpal Bishnoi,dabang delhi,2,1,Raider
SEASON 2, Total Points,Amit Kumar,puneri paltan,1,1,All Rounder
SEASON 2, Total Points,Kazuhiro Takano,jaipur pink,2,1,All Rounder
SEASON 2, Total Points,Mohammad Maghshoudulu,jaipur pink,4,1,All Rounder
SEASON 2, Total Points,Adinath Sakharam Gavali,bengaluru bulls,1,1,"Defender, right and left cover"
SEASON 2, Total Points,Jishnu,telugu titans,3,1,"Defender, right cover"
SEASON 1, Total Points,Anup Kumar,u mumba,16,169,Raider
SEASON 1, Total Points,Rahul Chaudhari,telugu titans,14,161,Raider
SEASON 1, Total Points,Maninder Singh,jaipur pink,16,137,Raider
SEASON 1, Total Points,Ajay Thakur,bengaluru bulls,15,127,Raider
SEASON 1, Total Points,Kashiling Adake,dabang delhi,14,122,Raider
SEASON 1, Total Points,Manjeet Chhillar,bengaluru bulls,16,122,All Rounder
SEASON 1, Total Points,Surjeet Narwal,dabang delhi,14,120,Raider
SEASON 1, Total Points,Sandeep Narwal,patna pirates,16,119,All Rounder
SEASON 1, Total Points,Jasvir Singh,jaipur pink,15,113,Raider
SEASON 1, Total Points,Wazir Singh,puneri paltan,12,111,Raider
SEASON 1, Total Points,Ravi Dalal,patna pirates,16,111,Raider
SEASON 1, Total Points,Nitin Madane,bengal warriors,12,107,Raider
SEASON 1, Total Points,Rakesh Kumar,patna pirates,12,99,All Rounder
SEASON 1, Total Points,Rajesh Narwal,jaipur pink,16,98,All Rounder
SEASON 1, Total Points,Deepak Niwas Hooda,telugu titans,14,89,All Rounder
SEASON 1, Total Points,Sukesh Hegde,telugu titans,14,83,Raider
SEASON 1, Total Points,Rishank Devadiga,u mumba,16,77,Raider
SEASON 1, Total Points,Shabeer Bappu,u mumba,10,67,Raider
SEASON 1, Total Points,Surender Nada,u mumba,15,61,"Defender, left corner"
SEASON 1, Total Points,Mahesh Goud,bengal warriors,13,59,Raider
SEASON 1, Total Points,Jang Kun Lee,bengal warriors,11,57,Raider
SEASON 1, Total Points,Jitesh Joshi,puneri paltan,14,53,All Rounder
SEASON 1, Total Points,Dharmaraj Cheralathan,bengaluru bulls,16,52,"Defender, right and left corner"
SEASON 1, Total Points,Sunil Jaipal,bengal warriors,13,50,Raider
SEASON 1, Total Points,Shrikant Tewthia,dabang delhi,14,50,All Rounder
SEASON 1, Total Points,Jasmer Singh Gulia,dabang delhi,14,45,All Rounder
SEASON 1, Total Points,Rajesh Mondal,bengaluru bulls,15,44,Raider
SEASON 1, Total Points,Pawan Kumar Kadian,u mumba,10,44,Raider
SEASON 1, Total Points,Manoj Kumar,puneri paltan,14,42,"Defender, left cover"
SEASON 1, Total Points,Rohit Rana,jaipur pink,15,38,"Defender, left cover"
SEASON 1, Total Points,Mohit Chhillar,u mumba,16,36,"Defender, right corner"
SEASON 1, Total Points,Parmod Narwal,bengaluru bulls,16,36,All Rounder
SEASON 1, Total Points,Ran Singh,jaipur pink,10,36,All Rounder
SEASON 1, Total Points,Nilesh Shinde,bengal warriors,14,35,"Defender, right corner"
SEASON 1, Total Points,Prashant Chavan,jaipur pink,15,33,"Defender, right corner"
SEASON 1, Total Points,Kalimuthu Balamahendran,puneri paltan,14,32,"Defender, left corner"
SEASON 1, Total Points,Mahipal Narwal,puneri paltan,5,31,All Rounder
SEASON 1, Total Points,Amit Singh Chhillar,dabang delhi,14,30,"Defender, left corner"
SEASON 1, Total Points,Ravinder Pahal,dabang delhi,9,29,"Defender, right corner"
SEASON 1, Total Points,D. Suresh Kumar,patna pirates,12,28,"Defender, right cover"
SEASON 1, Total Points,Mangesh Bhagat,puneri paltan,8,28,Raider
SEASON 1, Total Points,Shyam Kumar Sah,bengal warriors,13,28,"Defender, left cover"
SEASON 1, Total Points,Sachin Khambe,bengal warriors,14,27,"Defender, left corner"
SEASON 1, Total Points,Wasim Sajjad,patna pirates,15,27,"Defender, right corner"
SEASON 1, Total Points,Gurpreet Singh,bengaluru bulls,16,27,"Defender, right corner"
SEASON 1, Total Points,D. Gopu,telugu titans,15,27,"Defender, right and left corner"
SEASON 1, Total Points,Girish Maruti Ernak,patna pirates,12,25,"Defender, left corner"
SEASON 1, Total Points,Mahendra Ganesh Rajput,bengal warriors,8,21,Raider
SEASON 1, Total Points,Deepak Kumar Dahiya,bengaluru bulls,7,21,Raider
SEASON 1, Total Points,Pravin Niwale,puneri paltan,7,21,Raider
SEASON 1, Total Points,Vishal Mane,u mumba,16,20,"Defender, right cover"
SEASON 1, Total Points,Sachin Shingade,telugu titans,10,20,"Defender, left cover"
SEASON 1, Total Points,Vijendar Singh,telugu titans,8,20,
SEASON 1, Total Points,Rajaguru Subramanian,telugu titans,14,19,"Defender, right cover"
SEASON 1, Total Points,Ram Kumar Sah,patna pirates,9,18,"Defender, left cover"
SEASON 1, Total Points,Navneet Gautam,jaipur pink,14,17,"Defender, left corner"
SEASON 1, Total Points,Gangadhari Mallesh,jaipur pink,10,16,Raider
SEASON 1, Total Points,Jeeva Kumar,u mumba,9,16,"Defender, right and left cover"
SEASON 1, Total Points,Waleed Al Hasani,puneri paltan,6,14,Raider
SEASON 1, Total Points,Gurvinder Singh,patna pirates,7,13,Raider
SEASON 1, Total Points,Nitin More,puneri paltan,9,12,"Defender, left cover"
SEASON 1, Total Points,Preetam Chhillar,bengaluru bulls,11,12,All Rounder
SEASON 1, Total Points,Samarjeet Singh,jaipur pink,12,12,All Rounder
SEASON 1, Total Points,Bajirao Hodage,bengal warriors,6,11,"Defender, right cover"
SEASON 1, Total Points,Sagar Khatale,puneri paltan,8,10,"Defender, right corner"
SEASON 1, Total Points,Balbir Singh,jaipur pink,8,9,All Rounder
SEASON 1, Total Points,Simon Kibura,puneri paltan,4,8,Raider
SEASON 1, Total Points,Swapnil Dilip Shinde,puneri paltan,8,8,"Defender, right cover"
SEASON 1, Total Points,Suresu Kumar,u mumba,3,6,Raider
SEASON 1, Total Points,Ehsan Zamani Fard,dabang delhi,8,6,"Defender, left corner"
SEASON 1, Total Points,Chandran Ranjit,telugu titans,6,6,Raider
SEASON 1, Total Points,Jeeva Gopal,u mumba,11,6,"Defender, left cover"
SEASON 1, Total Points,Wajid Ali,telugu titans,4,5,All Rounder
SEASON 1, Total Points,Kuldeep Singh,patna pirates,3,5,"Defender, left corner"
SEASON 1, Total Points,Dadaso Balaso Awad,dabang delhi,5,5,All Rounder
SEASON 1, Total Points,Sinotharan Kanesharajah,bengaluru bulls,1,5,Raider
SEASON 1, Total Points,Seong Ryeol Kim,bengal warriors,3,5,Defender
SEASON 1, Total Points,Punit Kumar Teotia,dabang delhi,4,5,Raider
SEASON 1, Total Points,Mandeep Kumar,patna pirates,7,5,Raider
SEASON 1, Total Points,Rupesh Tomar,telugu titans,5,5,All Rounder
SEASON 1, Total Points,Vikas Tomar,puneri paltan,8,5,"Defender, right corner"
SEASON 1, Total Points,Prashanth Kumar Rai,telugu titans,7,5,Raider
SEASON 1, Total Points,Rakesh Singh Kumar,dabang delhi,9,4,"Defender, left cover"
SEASON 1, Total Points,Gurchet Singh,bengaluru bulls,4,4,
SEASON 1, Total Points,Sunil Hanumanthappa,bengaluru bulls,5,4,Raider
SEASON 1, Total Points,Tae Deok Eom,patna pirates,9,4,All Rounder
SEASON 1, Total Points,Dovlet Boshimov,patna pirates,2,4,Raider
SEASON 1, Total Points,Parveen Kumar,bengal warriors,8,3,"Defender, right cover"
SEASON 1, Total Points,Raju Lal Choudhary,jaipur pink,5,2,"Defender, right corner"
SEASON 1, Total Points,Gokul Shitole,jaipur pink,3,2,"Defender, right corner"
SEASON 1, Total Points,Md. Aruduzzaman Munshi,u mumba,5,2,Raider
SEASON 1, Total Points,Farhad Kamal Gharibi,bengal warriors,2,2,"Defender, left corner"
SEASON 1, Total Points,Takamitsu Kono,dabang delhi,1,2,All Rounder
SEASON 1, Total Points,Dong Ju Hong,dabang delhi,2,1,All Rounder
SEASON 1, Total Points,Atif Waheed,telugu titans,3,1,All Rounder
SEASON 1, Total Points,Sunil Subhash Lande,puneri paltan,4,1,"Defender, right corner"
SEASON 7, Raid Points,Pardeep Narwal,patna pirates,19,243,Raider
SEASON 7, Raid Points,Pawan Kumar Sehrawat,bengaluru bulls,19,242,Raider
SEASON 7, Raid Points,Naveen Kumar,dabang delhi,19,241,Raider
SEASON 7, Raid Points,Maninder Singh,bengal warriors,19,192,Raider
SEASON 7, Raid Points,Siddharth Sirish Desai,telugu titans,18,174,Raider
SEASON 7, Raid Points,Vikash Kandola,haryana steelers,16,153,Raider
SEASON 7, Raid Points,Deepak Niwas Hooda,jaipur pink,20,146,All Rounder
SEASON 7, Raid Points,Rohit Gulia,gujarat fortunegiants,20,118,All Rounder
SEASON 7, Raid Points,Rahul Chaudhari,tamil thalaivas,19,117,Raider
SEASON 7, Raid Points,Shrikant Jadhav,up yoddha,18,114,Raider
SEASON 7, Raid Points,Pankaj Mohite,puneri paltan,16,110,Raider
SEASON 7, Raid Points,Abhishek Singh,u mumba,16,108,Raider
SEASON 7, Raid Points,Manjeet,puneri paltan,20,104,Raider
SEASON 7, Raid Points,Chandran Ranjit,dabang delhi,18,100,Raider
SEASON 7, Raid Points,K. Prapanjan,bengal warriors,18,99,Raider
SEASON 7, Raid Points,Vinay,haryana steelers,19,92,Raider
SEASON 7, Raid Points,V. Ajith Kumar,tamil thalaivas,16,91,Raider
SEASON 7, Raid Points,Rohit Kumar,bengaluru bulls,17,88,Raider
SEASON 7, Raid Points,Sachin Tanwar,gujarat fortunegiants,16,84,Raider
SEASON 7, Raid Points,Arjun Deshwal,u mumba,16,76,Raider
SEASON 7, Raid Points,Mohammad Esmaeil Nabibakhsh,bengal warriors,19,70,All Rounder
SEASON 7, Raid Points,Prashanth Kumar Rai,haryana steelers,13,58,Raider
SEASON 7, Raid Points,Ajay Thakur,tamil thalaivas,13,58,Raider
SEASON 7, Raid Points,Naveen,haryana steelers,14,56,Raider
SEASON 7, Raid Points,Deepak Narwal,jaipur pink,17,55,Raider
SEASON 7, Raid Points,Nitin Tomar,puneri paltan,13,54,Raider
SEASON 7, Raid Points,Surender Gill,up yoddha,15,54,Raider
SEASON 7, Raid Points,Nilesh Salunke,jaipur pink,17,53,Raider
SEASON 7, Raid Points,Sonu Jaglan,gujarat fortunegiants,15,52,Raider
SEASON 7, Raid Points,Jang Kun Lee,patna pirates,13,49,Raider
SEASON 7, Raid Points,Rishank Devadiga,up yoddha,14,46,Raider
SEASON 7, Raid Points,Athul MS,u mumba,14,45,Raider
SEASON 7, Raid Points,Suraj Desai,telugu titans,12,44,Raider
SEASON 7, Raid Points,Rajnish,telugu titans,10,43,Raider
SEASON 7, Raid Points,Monu Goyat,up yoddha,10,43,Raider
SEASON 7, Raid Points,More GB,gujarat fortunegiants,17,43,Raider
SEASON 7, Raid Points,Rohit Baliyan,u mumba,15,42,Raider
SEASON 7, Raid Points,Vijay,dabang delhi,18,38,All Rounder
SEASON 7, Raid Points,Sumit Singh,bengaluru bulls,15,36,Raider
SEASON 7, Raid Points,Sukesh Hegde,bengal warriors,12,33,Raider
SEASON 7, Raid Points,Nitin Rawal,jaipur pink,15,32,All Rounder
SEASON 7, Raid Points,Mohammad Esmaeil Maghsoudlou Mahalli,patna pirates,17,31,Raider
SEASON 7, Raid Points,Meraj Sheykh,dabang delhi,12,30,All Rounder
SEASON 7, Raid Points,Pawan Kumar Kadian,puneri paltan,6,25,Raider
SEASON 7, Raid Points,Farhad Rahimi Milaghardan,telugu titans,18,25,All Rounder
SEASON 7, Raid Points,Rakesh Gowda,telugu titans,9,22,Raider
SEASON 7, Raid Points,Shabeer Bappu,tamil thalaivas,14,22,Raider
SEASON 7, Raid Points,Sushil Gulia,jaipur pink,7,19,Raider
SEASON 7, Raid Points,Ajinkya Ashok Pawar,jaipur pink,14,19,Raider
SEASON 7, Raid Points,Banty,bengaluru bulls,11,18,Raider
SEASON 7, Raid Points,Amit Kumar,puneri paltan,13,17,Raider
SEASON 7, Raid Points,Amit Kumar,puneri paltan,6,16,All Rounder
SEASON 7, Raid Points,Sandeep Narwal,u mumba,18,16,All Rounder
SEASON 7, Raid Points,Sushant Sail,puneri paltan,9,12,Raider
SEASON 7, Raid Points,Vikas Jaglan,patna pirates,19,12,All Rounder
SEASON 7, Raid Points,Sachin Narwal,jaipur pink,12,11,All Rounder
SEASON 7, Raid Points,Selvamani K,haryana steelers,7,11,Raider
SEASON 7, Raid Points,Monu,patna pirates,19,11,Raider
SEASON 7, Raid Points,Surender Singh,up yoddha,4,10,Raider
SEASON 7, Raid Points,Dong Geon Lee,u mumba,4,10,Raider
SEASON 7, Raid Points,Ran Singh,tamil thalaivas,18,9,All Rounder
SEASON 7, Raid Points,Vineet Sharma,tamil thalaivas,11,9,Raider
SEASON 7, Raid Points,Armaan,telugu titans,6,9,All Rounder
SEASON 7, Raid Points,Emad Sedaghatnia,puneri paltan,2,8,Raider
SEASON 7, Raid Points,Hadi Oshtorak,patna pirates,19,8,All Rounder
SEASON 7, Raid Points,Ankit Beniwal,telugu titans,6,7,Raider
SEASON 7, Raid Points,Darshan Kadian,puneri paltan,7,7,Raider
SEASON 7, Raid Points,Ankush,up yoddha,3,6,Raider
SEASON 7, Raid Points,Victor Onyango Obiero,tamil thalaivas,3,6,All Rounder
SEASON 7, Raid Points,Anand,tamil thalaivas,5,6,Raider
SEASON 7, Raid Points,Vinod Kumar,gujarat fortunegiants,9,6,All Rounder
SEASON 7, Raid Points,Azad Singh,up yoddha,4,6,Raider
SEASON 7, Raid Points,Amit Kumar,patna pirates,3,5,All Rounder
SEASON 7, Raid Points,Abolfazl Maghsodloumahali,gujarat fortunegiants,6,5,Raider
SEASON 7, Raid Points,Harmanjit Singh,gujarat fortunegiants,4,5,Raider
SEASON 7, Raid Points,Ashish,patna pirates,7,5,Raider
SEASON 7, Raid Points,Mohsen Maghsoudloujafari,up yoddha,11,5,All Rounder
SEASON 7, Raid Points,Mohit Sehrawat,bengaluru bulls,13,5,"Defender, right cover"
SEASON 7, Raid Points,Gurvinder Singh,gujarat fortunegiants,2,4,Raider
SEASON 7, Raid Points,Surinder Singh,u mumba,18,4,Defender
SEASON 7, Raid Points,Purna Singh,patna pirates,6,4,Raider
SEASON 7, Raid Points,Manjeet Chhillar,tamil thalaivas,15,4,All Rounder
SEASON 7, Raid Points,Rakesh Narwal,bengal warriors,1,3,Raider
SEASON 7, Raid Points,Aman Kadian,dabang delhi,3,3,Raider
SEASON 7, Raid Points,Dharmaraj Cheralathan,haryana steelers,17,3,"Defender, right and left corner"
SEASON 7, Raid Points,Amit Kumar,telugu titans,9,3,Raider
SEASON 7, Raid Points,Balram,dabang delhi,2,2,All Rounder
SEASON 7, Raid Points,Himanshu,tamil thalaivas,3,2,"Defender, left corner"
SEASON 7, Raid Points,C. Arun,telugu titans,18,2,"Defender, left cover"
SEASON 7, Raid Points,Arun Kumar HN,haryana steelers,2,2,Raider
SEASON 7, Raid Points,Ajay,bengaluru bulls,9,2,Defender
SEASON 7, Raid Points,Sumit,up yoddha,18,2,"Defender, left corner"
SEASON 7, Raid Points,Yashwant Bishnoi,tamil thalaivas,3,2,Raider
SEASON 7, Raid Points,Palle Mallikarjun,telugu titans,3,2,Raider
SEASON 7, Raid Points,Lalit Chaudhary,gujarat fortunegiants,4,2,Raider
SEASON 7, Raid Points,Fazel Atrachali,u mumba,18,2,"Defender, left corner"
SEASON 7, Raid Points,Amit,up yoddha,18,2,"Defender, left cover"
SEASON 7, Raid Points,PO Surjeet Singh,puneri paltan,19,2,"Defender, right cover"
SEASON 7, Raid Points,Chand Singh,haryana steelers,9,1,"Defender, left corner"
SEASON 7, Raid Points,Girish Maruti Ernak,puneri paltan,15,1,"Defender, left corner"
SEASON 7, Raid Points,Saurabh Nandal,bengaluru bulls,18,1,"Defender, left corner"
SEASON 7, Raid Points,Vikas Chhillar,haryana steelers,1,1,Raider
SEASON 7, Raid Points,Nitesh Kumar,up yoddha,18,1,Defender
SEASON 7, Raid Points,Sandeep Kumar Dhull,jaipur pink,20,1,"Defender, left corner"
SEASON 7, Raid Points,Amit Hooda,jaipur pink,14,1,"Defender, right corner"
SEASON 7, Raid Points,Ajinkya Rohidas Kapre,u mumba,2,1,All Rounder
SEASON 7, Raid Points,Hadi Tajik,puneri paltan,12,1,"Defender, right corner"
SEASON 7, Raid Points,Abozar Mohajermighani,telugu titans,18,1,Defender
SEASON 7, Raid Points,Ravindra Ramesh Kumawat,bengal warriors,2,1,Raider
SEASON 7, Raid Points,Shubham Shinde,puneri paltan,13,1,"Defender, right corner"
SEASON 7, Raid Points,Ashish Kumar,bengaluru bulls,7,1,All Rounder
SEASON 7, Raid Points,Sunil Kumar,gujarat fortunegiants,18,1,Defender
SEASON 6, Raid Points,Pawan Kumar Sehrawat,bengaluru bulls,24,271,Raider
SEASON 6, Raid Points,Pardeep Narwal,patna pirates,21,233,Raider
SEASON 6, Raid Points,Siddharth Sirish Desai,u mumba,21,218,Raider
SEASON 6, Raid Points,Maninder Singh,bengal warriors,22,206,Raider
SEASON 6, Raid Points,Ajay Thakur,tamil thalaivas,22,203,Raider
SEASON 6, Raid Points,Deepak Niwas Hooda,jaipur pink,22,196,All Rounder
SEASON 6, Raid Points,Sachin Tanwar,gujarat fortunegiants,23,190,Raider
SEASON 6, Raid Points,Naveen Kumar,dabang delhi,22,172,Raider
SEASON 6, Raid Points,Vikash Kandola,haryana steelers,22,172,Raider
SEASON 6, Raid Points,Rohit Kumar,bengaluru bulls,24,162,Raider
SEASON 6, Raid Points,Monu Goyat,haryana steelers,20,160,Raider
SEASON 6, Raid Points,Rahul Chaudhari,telugu titans,21,159,Raider
SEASON 6, Raid Points,Chandran Ranjit,dabang delhi,24,153,Raider
SEASON 6, Raid Points,Prashanth Kumar Rai,up yoddha,21,144,Raider
SEASON 6, Raid Points,Shrikant Jadhav,up yoddha,25,141,Raider
SEASON 6, Raid Points,K. Prapanjan,gujarat fortunegiants,22,122,Raider
SEASON 6, Raid Points,Nitin Tomar,puneri paltan,11,100,Raider
SEASON 6, Raid Points,Rishank Devadiga,up yoddha,23,100,Raider
SEASON 6, Raid Points,Rohit Baliyan,u mumba,19,94,Raider
SEASON 6, Raid Points,Meraj Sheykh,dabang delhi,19,94,All Rounder
SEASON 6, Raid Points,Naveen,haryana steelers,21,88,Raider
SEASON 6, Raid Points,Manjeet,patna pirates,22,87,Raider
SEASON 6, Raid Points,Nilesh Salunke,telugu titans,19,81,Raider
SEASON 6, Raid Points,Jang Kun Lee,bengal warriors,18,79,Raider
SEASON 6, Raid Points,More GB,puneri paltan,22,79,Raider
SEASON 6, Raid Points,Ajinkya Ashok Pawar,jaipur pink,17,71,Raider
SEASON 6, Raid Points,Deepak Narwal,patna pirates,17,70,Raider
SEASON 6, Raid Points,Sukesh Hegde,tamil thalaivas,17,68,Raider
SEASON 6, Raid Points,Kashiling Adake,bengaluru bulls,20,67,Raider
SEASON 6, Raid Points,Vijay,patna pirates,21,60,All Rounder
SEASON 6, Raid Points,Rohit Gulia,gujarat fortunegiants,19,58,All Rounder
SEASON 6, Raid Points,Athul MS,tamil thalaivas,19,55,Raider
SEASON 6, Raid Points,Darshan Kadian,u mumba,14,49,Raider
SEASON 6, Raid Points,Abhishek Singh,u mumba,15,47,Raider
SEASON 6, Raid Points,Pawan Kumar Kadian,dabang delhi,13,45,Raider
SEASON 6, Raid Points,Monu,puneri paltan,14,45,Raider
SEASON 6, Raid Points,Jasvir Singh,tamil thalaivas,16,42,Raider
SEASON 6, Raid Points,Selvamani K,jaipur pink,15,38,Raider
SEASON 6, Raid Points,Mahesh Goud,bengal warriors,10,38,Raider
SEASON 6, Raid Points,Anup Kumar,jaipur pink,13,38,Raider
SEASON 6, Raid Points,Ravindra Ramesh Kumawat,bengal warriors,12,37,Raider
SEASON 6, Raid Points,Ajay Kumar,gujarat fortunegiants,13,32,Raider
SEASON 6, Raid Points,Dong Geon Lee,gujarat fortunegiants,11,31,Raider
SEASON 6, Raid Points,Deepak Kumar Dahiya,puneri paltan,11,31,Raider
