Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 5, Total Points,Ajay Thakur,tamil thalaivas,22,222,Raider
SEASON 5, Total Points,Monu Goyat,patna pirates,26,202,Raider
SEASON 5, Total Points,Rahul Chaudhari,telugu titans,22,193,Raider
SEASON 5, Total Points,Maninder Singh,bengal warriors,21,192,Raider
SEASON 5, Total Points,Deepak Niwas Hooda,puneri paltan,24,186,All Rounder
SEASON 5, Total Points,Nitin Tomar,up yoddha,20,177,Raider
SEASON 5, Total Points,Sachin,gujarat fortunegiants,24,173,Raider
SEASON 5, Total Points,Rishank Devadiga,up yoddha,21,170,Raider
SEASON 5, Total Points,Anup Kumar,u mumba,21,135,Raider
SEASON 5, Total Points,K. Prapanjan,tamil thalaivas,22,124,Raider
SEASON 5, Total Points,Pawan Kumar Kadian,jaipur pink,21,122,Raider
SEASON 5, Total Points,Kashiling Adake,u mumba,20,122,Raider
SEASON 5, Total Points,Wazir Singh,haryana steelers,21,120,Raider
SEASON 5, Total Points,Nilesh Salunke,telugu titans,21,105,Raider
SEASON 5, Total Points,Meraj Sheykh,dabang delhi,20,104,All Rounder
SEASON 5, Total Points,Shrikant Jadhav,u mumba,19,98,Raider
SEASON 5, Total Points,Abolfazl Maghsodloumahali,dabang delhi,19,97,Raider
SEASON 5, Total Points,Rajesh Mondal,puneri paltan,24,91,Raider
SEASON 5, Total Points,Jang Kun Lee,bengal warriors,21,89,Raider
SEASON 5, Total Points,Ajay Kumar,bengaluru bulls,22,89,Raider
SEASON 5, Total Points,Deepak Narwal,bengal warriors,16,87,Raider
SEASON 5, Total Points,Sandeep Narwal,puneri paltan,21,85,All Rounder
SEASON 5, Total Points,Nitin Rawal,jaipur pink,21,85,Defender
SEASON 5, Total Points,Surender Nada,haryana steelers,21,83,"Defender, left corner"
SEASON 5, Total Points,Prashanth Kumar Rai,haryana steelers,16,80,Raider
SEASON 5, Total Points,PO Surjeet Singh,bengal warriors,24,79,"Defender, right cover"
SEASON 5, Total Points,Deepak Kumar Dahiya,haryana steelers,16,78,Raider
SEASON 5, Total Points,Sukesh Hegde,gujarat fortunegiants,18,77,Raider
SEASON 5, Total Points,Rohit Baliyan,dabang delhi,17,74,Raider
SEASON 5, Total Points,Vishal Bhardwaj,telugu titans,22,71,All Rounder
SEASON 5, Total Points,Jaideep,patna pirates,26,71,"Defender, left corner"
SEASON 5, Total Points,Surender Singh,up yoddha,18,70,Raider
SEASON 5, Total Points,Girish Maruti Ernak,puneri paltan,21,69,"Defender, left corner"
SEASON 5, Total Points,Tushar Patil,jaipur pink,17,67,Raider
SEASON 5, Total Points,Jasvir Singh,jaipur pink,15,66,Raider
SEASON 5, Total Points,Abozar Mohajermighani,gujarat fortunegiants,24,66,Defender
SEASON 5, Total Points,Ran Singh,bengal warriors,23,64,All Rounder
SEASON 5, Total Points,Vijay,patna pirates,19,64,Raider
SEASON 5, Total Points,CPO Surjeet Singh,haryana steelers,17,63,Raider
SEASON 5, Total Points,Mahendra Ganesh Rajput,gujarat fortunegiants,17,62,Raider
SEASON 5, Total Points,Amit Hooda,tamil thalaivas,22,61,"Defender, right corner"
SEASON 5, Total Points,Vikash Khandola,haryana steelers,9,58,Raider
SEASON 5, Total Points,Sunil Kumar,gujarat fortunegiants,24,58,"Defender, right cover"
SEASON 5, Total Points,Surender Singh,u mumba,22,58,"Defender, right cover"
SEASON 5, Total Points,Mahender Singh,bengaluru bulls,22,58,"Defender, left cover"
SEASON 5, Total Points,Fazel Atrachali,gujarat fortunegiants,24,57,"Defender, left corner"
SEASON 5, Total Points,Ravinder Pahal,bengaluru bulls,19,54,"Defender, right corner"
SEASON 5, Total Points,Manjeet Chhillar,jaipur pink,15,52,All Rounder
SEASON 5, Total Points,Chandran Ranjit,gujarat fortunegiants,11,51,Raider
SEASON 5, Total Points,Monu,puneri paltan,19,49,Raider
SEASON 5, Total Points,Vinod Kumar,patna pirates,21,48,Raider
SEASON 5, Total Points,Parvesh Bhainswal,gujarat fortunegiants,24,48,"Defender, left cover"
SEASON 5, Total Points,Kuldeep Singh,u mumba,20,47,All Rounder
SEASON 5, Total Points,Mohsen Maghsoudloujafari,telugu titans,16,47,Raider
SEASON 5, Total Points,Nitesh Kumar,up yoddha,19,47,"Defender, right corner"
SEASON 5, Total Points,Jeeva Kumar,up yoddha,22,44,"Defender, right and left cover"
SEASON 5, Total Points,Mohit Chhillar,haryana steelers,20,42,"Defender, right corner"
SEASON 5, Total Points,Mahesh Goud,up yoddha,21,42,Raider
SEASON 5, Total Points,Vinod Kumar,bengal warriors,19,41,Raider
SEASON 5, Total Points,Darshan J.,tamil thalaivas,20,41,"Defender, right cover"
SEASON 5, Total Points,Darshan Kadian,u mumba,16,40,Raider
SEASON 5, Total Points,Shrikant Tewthia,bengal warriors,23,40,All Rounder
SEASON 5, Total Points,Vishal Mane,patna pirates,26,39,"Defender, right cover"
SEASON 5, Total Points,Sombir,telugu titans,17,39,"Defender, right corner"
SEASON 5, Total Points,Rohit Gulia,gujarat fortunegiants,19,38,All Rounder
SEASON 5, Total Points,Shabeer Bappu,u mumba,12,38,Raider
SEASON 5, Total Points,C. Arun,tamil thalaivas,20,36,"Defender, left cover"
SEASON 5, Total Points,R. Sriram,dabang delhi,11,36,Raider
SEASON 5, Total Points,Jawahar Dagar,patna pirates,18,35,Raider
SEASON 5, Total Points,Vikas Kumar,telugu titans,14,35,Raider
SEASON 5, Total Points,Anand Patil,dabang delhi,19,33,Raider
SEASON 5, Total Points,Sagar B Krishna,up yoddha,17,33,All Rounder
SEASON 5, Total Points,Ashish Kumar,bengaluru bulls,20,32,"Defender, right cover"
SEASON 5, Total Points,Kuldeep Singh,bengaluru bulls,16,32,"Defender, left corner"
SEASON 5, Total Points,Sunil Jaipal,bengaluru bulls,13,31,Raider
SEASON 5, Total Points,Sidharth,jaipur pink,21,31,All Rounder
SEASON 5, Total Points,Vineet Sharma,tamil thalaivas,18,30,Raider
SEASON 5, Total Points,Somvir Shekhar,jaipur pink,22,30,"Defender, right cover"
SEASON 5, Total Points,Ravi Kumar,puneri paltan,23,30,"Defender, right cover"
SEASON 5, Total Points,Dong Geon Lee,tamil thalaivas,17,29,Raider
SEASON 5, Total Points,D. Pradap,tamil thalaivas,16,29,All Rounder
SEASON 5, Total Points,Farhad Rahimi Milaghardan,telugu titans,18,28,"Defender, right cover"
SEASON 5, Total Points,Bhupender Singh,bengal warriors,17,28,All Rounder
SEASON 5, Total Points,Satpal,dabang delhi,10,28,"Defender, right corner"
SEASON 5, Total Points,Rajesh Narwal,up yoddha,16,27,All Rounder
SEASON 5, Total Points,Vikash,haryana steelers,19,26,"Defender, right corner"
SEASON 5, Total Points,Dharmaraj Cheralathan,puneri paltan,18,25,"Defender, right and left corner"
SEASON 5, Total Points,Sunil,dabang delhi,18,25,"Defender, left corner"
SEASON 5, Total Points,Harish Naik,bengaluru bulls,14,24,Raider
SEASON 5, Total Points,Gurvinder Singh,bengaluru bulls,9,24,Raider
SEASON 5, Total Points,Nilesh Shinde,dabang delhi,15,24,"Defender, right corner"
SEASON 5, Total Points,Rohit Rana,telugu titans,21,24,"Defender, left cover"
SEASON 5, Total Points,Rakesh Singh Kumar,haryana steelers,19,24,"Defender, left cover"
SEASON 5, Total Points,Rakesh Kumar,telugu titans,10,23,All Rounder
SEASON 5, Total Points,Ajit Singh,jaipur pink,11,23,Raider
SEASON 5, Total Points,Sachin Shingade,patna pirates,26,22,"Defender, left cover"
SEASON 5, Total Points,Manish,patna pirates,23,22,"Defender, right cover"
SEASON 5, Total Points,Suresh Kumar,puneri paltan,11,22,Raider
SEASON 5, Total Points,Rinku Narwal,puneri paltan,13,22,"Defender, left corner"
SEASON 5, Total Points,Akshay Jadhav,puneri paltan,10,21,Raider
SEASON 5, Total Points,Ziaur Rahman,puneri paltan,16,20,"Defender, left cover"
SEASON 5, Total Points,Hadi Oshtorak,u mumba,16,20,All Rounder
SEASON 5, Total Points,Rakesh Narwal,gujarat fortunegiants,6,18,Raider
SEASON 5, Total Points,Sunil Siddhgavali,jaipur pink,12,16,Raider
SEASON 5, Total Points,Pankaj,up yoddha,13,16,All Rounder
SEASON 5, Total Points,Elangeshwaran R,telugu titans,5,16,All Rounder
SEASON 5, Total Points,M. Thivakaran,tamil thalaivas,9,16,Raider
SEASON 5, Total Points,Viraj Vishnu Landge,dabang delhi,19,16,"Defender, left cover"
SEASON 5, Total Points,More GB,puneri paltan,6,16,Raider
SEASON 5, Total Points,Santhapanaselvam,jaipur pink,10,15,All Rounder
SEASON 5, Total Points,Rakshith,telugu titans,6,14,Raider
SEASON 5, Total Points,Neeraj Kumar,haryana steelers,17,13,"Defender, right cover"
SEASON 5, Total Points,Rohit Kumar Choudary,puneri paltan,11,13,Raider
SEASON 5, Total Points,Swapnil Dilip Shinde,dabang delhi,13,13,"Defender, right cover"
SEASON 5, Total Points,Vikas Jaglan,patna pirates,13,13,Raider
SEASON 5, Total Points,Nitin Madane,u mumba,12,13,Raider
SEASON 5, Total Points,Santhosh B.S,up yoddha,9,12,"Defender, left corner"
SEASON 5, Total Points,Ashish Chhokar,haryana steelers,5,12,Raider
SEASON 5, Total Points,N. Renjith,u mumba,11,12,"Defender, left corner"
SEASON 5, Total Points,Bajirao Hodage,dabang delhi,12,11,"Defender, right cover"
SEASON 5, Total Points,Vishal,dabang delhi,5,11,All Rounder
SEASON 5, Total Points,Yatharth Deshwal,dabang delhi,6,11,All Rounder
SEASON 5, Total Points,Pawan Kumar Sehrawat,gujarat fortunegiants,9,10,Raider
SEASON 5, Total Points,Hadi Tajik,up yoddha,9,9,"Defender, right corner"
SEASON 5, Total Points,Tapas Pal,dabang delhi,5,9,All Rounder
SEASON 5, Total Points,Joginder Singh Narwal,u mumba,8,9,"Defender, left corner"
SEASON 5, Total Points,D. Suresh Kumar,u mumba,5,8,"Defender, right cover"
SEASON 5, Total Points,Ravi Dalal,dabang delhi,5,8,Raider
SEASON 5, Total Points,Mohan Raman G,u mumba,4,8,Raider
SEASON 5, Total Points,Virender Wazir Singh,bengal warriors,3,8,Raider
SEASON 5, Total Points,Deepak Yadav,u mumba,4,8,"Defender, right cover"
SEASON 5, Total Points,Kuldeep Singh,haryana steelers,5,8,All Rounder
SEASON 5, Total Points,Deepak Kumar Rathee,haryana steelers,6,7,All Rounder
SEASON 5, Total Points,Shubham Ashok Palkar,dabang delhi,8,7,Raider
SEASON 5, Total Points,Preetam Chhillar,bengaluru bulls,16,7,All Rounder
SEASON 5, Total Points,Sachin Kumar,bengaluru bulls,9,7,"Defender, left corner"
SEASON 5, Total Points,Manoj Dhull,jaipur pink,9,6,"Defender, right corner"
SEASON 5, Total Points,Vinoth Kumar,telugu titans,4,6,Raider
SEASON 5, Total Points,Mayur Shivtarkar,haryana steelers,5,6,All Rounder
SEASON 5, Total Points,Rahul Kumar,bengal warriors,10,6,"Defender, right cover"
SEASON 5, Total Points,Rahul Choudhary,jaipur pink,5,6,Raider
SEASON 5, Total Points,Vijay Kumar,tamil thalaivas,8,6,"Defender, left corner"
SEASON 5, Total Points,Vikash,bengal warriors,4,5,All Rounder
SEASON 5, Total Points,Gurvinder Singh,up yoddha,5,5,"Defender, left cover"
SEASON 5, Total Points,Jeeva Gopal,haryana steelers,6,5,"Defender, left cover"
SEASON 5, Total Points,Vijin Thangadurai,tamil thalaivas,12,4,"Defender, right cover"
SEASON 5, Total Points,Selvamani K,jaipur pink,3,4,Raider
SEASON 5, Total Points,Sanket Chavan,tamil thalaivas,7,4,"Defender, left corner"
SEASON 5, Total Points,Rohit,bengaluru bulls,2,4,Raider
SEASON 5, Total Points,Vikrant,telugu titans,3,3,Raider
SEASON 5, Total Points,Muruthu M,tamil thalaivas,3,3,"Defender, right cover"
SEASON 5, Total Points,Satish,patna pirates,10,3,"Defender, right corner"
SEASON 5, Total Points,Tushar Balaram Bhoir,dabang delhi,8,3,"Defender, right cover"
SEASON 5, Total Points,Sanoj Kumar,up yoddha,2,3,"Defender, left cover"
SEASON 5, Total Points,Gulveer Singh,up yoddha,4,3,Raider
SEASON 5, Total Points,Bhavani Rajput,tamil thalaivas,4,3,Raider
SEASON 5, Total Points,E Subash,u mumba,2,3,All Rounder
SEASON 5, Total Points,Rohit Kumar,up yoddha,7,3,"Defender, right cover"
SEASON 5, Total Points,Young Chang Ko,bengal warriors,14,2,"Defender, left cover"
SEASON 5, Total Points,Kuldeep,bengal warriors,5,2,Raider
SEASON 5, Total Points,Ravindra Ramesh Kumawat,bengal warriors,2,2,All Rounder
SEASON 5, Total Points,Anil Kumar,tamil thalaivas,5,2,"Defender, left corner"
SEASON 5, Total Points,David Shilisia J Mosambayi,haryana steelers,2,2,Raider
SEASON 5, Total Points,Shashank Wankhede,bengal warriors,3,2,"Defender, left cover"
SEASON 5, Total Points,Suresu Kumar,dabang delhi,3,2,Raider
SEASON 5, Total Points,Parmod Narwal,haryana steelers,6,2,All Rounder
SEASON 5, Total Points,Vinod Kumar,telugu titans,4,2,"Defender, left cover"
SEASON 5, Total Points,Babu M,haryana steelers,2,2,"Defender, left cover"
SEASON 5, Total Points,Munish,telugu titans,3,1,Raider
SEASON 5, Total Points,Anil Kumar,bengal warriors,2,1,Raider
SEASON 5, Total Points,Dong Ju Hong,u mumba,3,1,All Rounder
SEASON 5, Total Points,Manoj Kumar,gujarat fortunegiants,5,1,"Defender, left cover"
SEASON 5, Total Points,Rupesh Tomar,dabang delhi,1,1,All Rounder
SEASON 5, Total Points,Anil Kumar,tamil thalaivas,5,1,"Defender, left cover"
SEASON 5, Total Points,Umesh Mhatre,puneri paltan,5,1,Raider
SEASON 5, Total Points,Ravinder Kumar,jaipur pink,1,1,"Defender, right corner"
SEASON 5, Total Points,Yong Joo Ok,u mumba,1,1,All Rounder
SEASON 5, Total Points,Ajvender Singh,up yoddha,2,1,Raider
SEASON 5, Total Points,Vishnu Uthaman,patna pirates,3,1,Raider
SEASON 4, Total Points,Rahul Chaudhari,telugu titans,16,150,Raider
SEASON 4, Total Points,Pardeep Narwal,patna pirates,16,133,Raider
SEASON 4, Total Points,Deepak Niwas Hooda,puneri paltan,16,130,All Rounder
SEASON 4, Total Points,Rohit Kumar,bengaluru bulls,14,100,Raider
SEASON 4, Total Points,Kashiling Adake,dabang delhi,13,89,Raider
SEASON 4, Total Points,Jasvir Singh,jaipur pink,14,88,Raider
SEASON 4, Total Points,Rajesh Narwal,jaipur pink,16,85,All Rounder
SEASON 4, Total Points,Anup Kumar,u mumba,14,82,Raider
SEASON 4, Total Points,Meraj Sheykh,dabang delhi,14,75,All Rounder
SEASON 4, Total Points,Rakesh Kumar,u mumba,14,70,All Rounder
SEASON 4, Total Points,Rishank Devadiga,u mumba,14,70,Raider
SEASON 4, Total Points,Manjeet Chhillar,puneri paltan,12,68,All Rounder
SEASON 4, Total Points,Sandeep Narwal,telugu titans,16,66,All Rounder
SEASON 4, Total Points,Jang Kun Lee,bengal warriors,11,65,Raider
SEASON 4, Total Points,Ajay Thakur,puneri paltan,16,64,Raider
SEASON 4, Total Points,Monu Goyat,bengal warriors,13,63,Raider
SEASON 4, Total Points,Nilesh Salunke,telugu titans,15,62,Raider
SEASON 4, Total Points,Ajay Kumar,jaipur pink,15,61,Raider
SEASON 4, Total Points,Rajesh Mondal,patna pirates,15,59,Raider
SEASON 4, Total Points,Nitin Madane,bengal warriors,13,53,Raider
SEASON 4, Total Points,Amit Hooda,jaipur pink,16,53,"Defender, right corner"
SEASON 4, Total Points,Fazel Atrachali,patna pirates,16,52,"Defender, left corner"
SEASON 4, Total Points,Mohit Chhillar,bengaluru bulls,14,50,"Defender, right corner"
SEASON 4, Total Points,Selvamani K,dabang delhi,13,45,Raider
SEASON 4, Total Points,Sachin Shingade,dabang delhi,14,44,"Defender, left cover"
SEASON 4, Total Points,Kuldeep Singh,patna pirates,15,42,All Rounder
SEASON 4, Total Points,Dharmaraj Cheralathan,patna pirates,14,41,"Defender, right and left corner"
SEASON 4, Total Points,Joginder Singh Narwal,puneri paltan,16,38,"Defender, left corner"
SEASON 4, Total Points,Ravinder Pahal,puneri paltan,14,37,"Defender, right corner"
SEASON 4, Total Points,Ashish Kumar,bengaluru bulls,14,37,"Defender, right cover"
SEASON 4, Total Points,Surender Nada,bengaluru bulls,13,37,"Defender, left corner"
SEASON 4, Total Points,CPO Surjeet Singh,patna pirates,10,37,Raider
SEASON 4, Total Points,PO Surjeet Singh,u mumba,14,37,"Defender, right cover"
SEASON 4, Total Points,Sandeep Kumar Dhull,telugu titans,12,35,"Defender, left corner"
SEASON 4, Total Points,Shabeer Bappu,jaipur pink,12,35,Raider
SEASON 4, Total Points,Nitin Tomar,puneri paltan,12,34,Raider
SEASON 4, Total Points,Ran Singh,jaipur pink,16,33,All Rounder
SEASON 4, Total Points,Sonu Narwal,puneri paltan,11,32,Raider
SEASON 4, Total Points,Vishal Mane,bengal warriors,14,31,"Defender, right cover"
SEASON 4, Total Points,Vinod Kumar,telugu titans,12,30,"Defender, left cover"
SEASON 4, Total Points,Nilesh Shinde,bengal warriors,12,28,"Defender, right corner"
SEASON 4, Total Points,Jeeva Kumar,u mumba,14,26,"Defender, right and left cover"
SEASON 4, Total Points,Girish Maruti Ernak,bengal warriors,12,25,"Defender, left corner"
SEASON 4, Total Points,Abolfazl Maghsodloumahali,patna pirates,9,25,Raider
SEASON 4, Total Points,Suresu Kumar,u mumba,11,23,Raider
SEASON 4, Total Points,Bajirao Hodage,patna pirates,14,22,"Defender, right cover"
SEASON 4, Total Points,Mahipal Narwal,jaipur pink,14,22,All Rounder
SEASON 4, Total Points,Somvir Shekhar,puneri paltan,16,22,"Defender, right cover"
SEASON 4, Total Points,Pawan Kumar Kadian,bengaluru bulls,9,21,Raider
SEASON 4, Total Points,Vinod Kumar,bengaluru bulls,9,20,Raider
SEASON 4, Total Points,Prashanth Kumar Rai,dabang delhi,9,19,Raider
SEASON 4, Total Points,D. Suresh Kumar,dabang delhi,14,19,"Defender, right cover"
SEASON 4, Total Points,Jasmer Singh Gulia,telugu titans,13,19,All Rounder
SEASON 4, Total Points,Sunil,u mumba,10,17,"Defender, left corner"
SEASON 4, Total Points,Yogesh Hooda,bengaluru bulls,5,16,Raider
SEASON 4, Total Points,S Mahalingam,telugu titans,11,16,All Rounder
SEASON 4, Total Points,Anil Kumar,dabang delhi,9,16,"Defender, left corner"
SEASON 4, Total Points,Tushar Patil,jaipur pink,8,15,Raider
SEASON 4, Total Points,C. Arun,bengal warriors,14,15,"Defender, left cover"
SEASON 4, Total Points,Deepak Kumar Dahiya,bengaluru bulls,7,13,Raider
SEASON 4, Total Points,Hadi Oshtorak,patna pirates,7,13,All Rounder
SEASON 4, Total Points,Deepak Narwal,dabang delhi,6,13,Raider
SEASON 4, Total Points,Amit Singh Chhillar,bengal warriors,9,13,"Defender, left corner"
SEASON 4, Total Points,Ravi Dalal,bengal warriors,6,13,Raider
SEASON 4, Total Points,K. Prapanjan,telugu titans,11,12,Raider
SEASON 4, Total Points,Surender Singh,u mumba,11,11,Raider
SEASON 4, Total Points,Surjeet Narwal,bengal warriors,5,11,Raider
SEASON 4, Total Points,Pawan Kumar Sehrawat,bengaluru bulls,10,11,Raider
SEASON 4, Total Points,Sanket Chavan,dabang delhi,6,11,"Defender, left corner"
SEASON 4, Total Points,Prashant Chavan,dabang delhi,9,10,"Defender, right corner"
SEASON 4, Total Points,Parmod Narwal,puneri paltan,8,9,All Rounder
SEASON 4, Total Points,Sumit Singh,bengaluru bulls,5,9,Raider
SEASON 4, Total Points,Athul MS,telugu titans,4,8,Raider
SEASON 4, Total Points,Vinoth Kumar,telugu titans,3,8,Raider
SEASON 4, Total Points,Umesh Mhatre,dabang delhi,2,8,Raider
SEASON 4, Total Points,D. Gopu,dabang delhi,5,7,"Defender, right and left corner"
SEASON 4, Total Points,Sukesh Hegde,telugu titans,9,7,Raider
SEASON 4, Total Points,Shrikant Jadhav,bengal warriors,5,7,Raider
SEASON 4, Total Points,Vishal Bhardwaj,telugu titans,2,7,All Rounder
SEASON 4, Total Points,Vikash Kumar,u mumba,6,6,Raider
SEASON 4, Total Points,Sagar B Krishna,telugu titans,11,6,All Rounder
SEASON 4, Total Points,Mahesh Goud,patna pirates,7,5,Raider
SEASON 4, Total Points,Manoj Kumar,bengaluru bulls,8,4,"Defender, left cover"
SEASON 4, Total Points,Gurvinder Singh,u mumba,6,4,Raider
SEASON 4, Total Points,Amit Om Prakash Rathi,bengaluru bulls,2,4,Raider
SEASON 4, Total Points,Rohit Rana,jaipur pink,5,3,"Defender, left cover"
SEASON 4, Total Points,Rupesh Tomar,telugu titans,3,3,All Rounder
SEASON 4, Total Points,Parvesh Bhainswal,jaipur pink,7,3,"Defender, left cover"
SEASON 4, Total Points,Vikash Khandola,dabang delhi,4,3,Raider
SEASON 4, Total Points,Ravindra Ramesh Kumawat,bengal warriors,2,3,All Rounder
SEASON 4, Total Points,Amit Nagar,jaipur pink,3,2,Raider
SEASON 4, Total Points,Jawahar Dagar,jaipur pink,6,2,Raider
SEASON 4, Total Points,Anil Kumar,patna pirates,4,2,"Defender, left cover"
SEASON 4, Total Points,Shrikant Tewthia,jaipur pink,4,2,All Rounder
